file_name,shape,color,name,ndc11
2509.jpg, OVAL, PINK,Divalproex Sodium 500 MG Delayed Release Oral Tablet,29300-0140-05
2510.jpg, ROUND, YELLOW,Bisoprolol Fumarate 2.5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,29300-0187-01
2511.jpg, ROUND, PINK,Bisoprolol Fumarate 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,29300-0188-01
2512.jpg, ROUND, WHITE,Bisoprolol Fumarate 10 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,29300-0189-01
2513.jpg, ROUND, WHITE,Amlodipine 2.5 MG Oral Tablet,29300-0241-10
2514.jpg, ROUND, WHITE,Amlodipine 5 MG Oral Tablet,29300-0242-10
2515.jpg, ROUND, WHITE,Amlodipine 10 MG Oral Tablet,29300-0243-10
2516.jpg, CAPSULE," YELLOW, BLUE",12 HR Carbamazepine 200 MG Extended Release Oral Capsule [Equetro],30698-0421-12
2517.jpg, ROUND, WHITE,Fosinopril Sodium 10 MG Oral Tablet,31722-0200-90
2518.jpg, ROUND, WHITE,Fosinopril Sodium 20 MG Oral Tablet,31722-0201-90
2519.jpg, ROUND, WHITE,Fosinopril Sodium 40 MG Oral Tablet,31722-0202-90
2520.jpg, ROUND, ORANGE,Citalopram 10 MG Oral Tablet,31722-0206-01
2521.jpg, ROUND, PINK,Citalopram 20 MG Oral Tablet,31722-0207-01
2522.jpg, ROUND, WHITE,Citalopram 40 MG Oral Tablet,31722-0208-01
2523.jpg, ROUND, WHITE,terbinafine 250 MG Oral Tablet,31722-0209-30
2524.jpg, OVAL, GREEN,Sertraline 25 MG Oral Tablet,31722-0212-05
2525.jpg, OVAL, BLUE,Sertraline 50 MG Oral Tablet,31722-0213-05
2526.jpg, CAPSULE, WHITE,gabapentin 100 MG Oral Capsule,31722-0221-01
2527.jpg, CAPSULE, ORANGE,gabapentin 400 MG Oral Capsule,31722-0223-05
2528.jpg, OVAL, WHITE,Gemfibrozil 600 MG Oral Tablet,31722-0225-60
2529.jpg, CAPSULE, BROWN,zonisamide 100 MG Oral Capsule,31722-0228-01
2530.jpg, ROUND, WHITE,Amlodipine 2.5 MG Oral Tablet,31722-0237-10
2531.jpg, ROUND, WHITE,Amlodipine 5 MG Oral Tablet,31722-0238-10
2532.jpg, ROUND, WHITE,Amlodipine 10 MG Oral Tablet,31722-0239-10
2533.jpg, ROUND, WHITE,Raloxifene Hydrochloride 60 MG Oral Tablet,31722-0256-30
2534.jpg, ROUND, BROWN,quinapril 5 MG Oral Tablet,31722-0267-90
2535.jpg, ROUND, BROWN,quinapril 10 MG Oral Tablet,31722-0268-90
2536.jpg, ROUND, BROWN,quinapril 20 MG Oral Tablet,31722-0269-90
2537.jpg, OVAL, BROWN,quinapril 40 MG Oral Tablet,31722-0270-90
2538.jpg, ROUND, WHITE,topiramate 25 MG Oral Tablet,31722-0278-10
2539.jpg, ROUND, YELLOW,topiramate 50 MG Oral Tablet,31722-0279-10
2540.jpg, ROUND, YELLOW,topiramate 100 MG Oral Tablet,31722-0280-60
2541.jpg, ROUND, WHITE,24 HR Alfuzosin hydrochloride 10 MG Extended Release Oral Tablet,31722-0302-01
2542.jpg, OVAL, WHITE,Naproxen 375 MG Delayed Release Oral Tablet,31722-0338-01
2543.jpg, OVAL, WHITE,Naproxen 500 MG Delayed Release Oral Tablet,31722-0339-01
2544.jpg, OVAL, YELLOW,Naproxen 500 MG Oral Tablet,31722-0342-05
2545.jpg, CAPSULE," BLUE, WHITE",calcium acetate 667 MG Oral Capsule,31722-0377-02
2546.jpg, OVAL, WHITE,gabapentin 600 MG Oral Tablet,31722-0405-05
2547.jpg, OVAL, WHITE,gabapentin 800 MG Oral Tablet,31722-0406-01
2548.jpg, ROUND, ORANGE,Hydralazine Hydrochloride 10 MG Oral Tablet,31722-0519-01
2549.jpg, ROUND, ORANGE,Hydralazine Hydrochloride 25 MG Oral Tablet,31722-0520-10
2550.jpg, ROUND, ORANGE,Hydralazine Hydrochloride 50 MG Oral Tablet,31722-0521-01
2551.jpg, ROUND, ORANGE,Hydralazine Hydrochloride 100 MG Oral Tablet,31722-0522-01
2552.jpg, ROUND, BLUE,Finasteride 5 MG Oral Tablet,31722-0525-30
2553.jpg, ROUND, BROWN,Finasteride 1 MG Oral Tablet,31722-0526-90
2554.jpg, OVAL, WHITE,torsemide 20 MG Oral Tablet,31722-0531-01
2555.jpg, OVAL, WHITE,torsemide 100 MG Oral Tablet,31722-0532-01
2556.jpg, OVAL, WHITE,Methocarbamol 500 MG Oral Tablet,31722-0533-05
2557.jpg, OVAL, WHITE,Methocarbamol 750 MG Oral Tablet,31722-0534-01
2558.jpg, OVAL, BLUE,Levetiracetam 250 MG Oral Tablet,31722-0536-12
2559.jpg, OVAL, YELLOW,Levetiracetam 500 MG Oral Tablet,31722-0537-05
2560.jpg, OVAL, ORANGE,Levetiracetam 750 MG Oral Tablet,31722-0538-12
2561.jpg, CAPSULE, GREEN,Indomethacin 25 MG Oral Capsule,31722-0542-01
2562.jpg, CAPSULE, WHITE,Lithium Carbonate 150 MG Oral Capsule,31722-0544-01
2563.jpg, CAPSULE, PINK,Lithium Carbonate 300 MG Oral Capsule,31722-0545-10
2564.jpg, ROUND, WHITE,levocetirizine dihydrochloride 5 MG Oral Tablet,31722-0551-90
2565.jpg, CAPSULE, TURQUOISE,Esomeprazole 40 MG Delayed Release Oral Capsule,31722-0573-30
2566.jpg, OVAL, WHITE,Losartan Potassium 25 MG Oral Tablet,31722-0700-90
2567.jpg, OVAL, BLUE,valacyclovir 500 MG Oral Tablet,31722-0704-90
2568.jpg, OVAL, WHITE,valacyclovir 1000 MG Oral Tablet,31722-0705-90
2569.jpg, OVAL, YELLOW,pantoprazole 40 MG Delayed Release Oral Tablet,31722-0713-90
2570.jpg, SQUARE, BROWN,montelukast 10 MG Oral Tablet,31722-0726-30
2571.jpg, OVAL, PINK,montelukast 4 MG Chewable Tablet,31722-0727-30
2572.jpg, ROUND, PINK,montelukast 5 MG Chewable Tablet,31722-0728-30
2573.jpg, OVAL, WHITE,irbesartan 150 MG Oral Tablet,31722-0730-90
2574.jpg, OVAL, WHITE,irbesartan 300 MG Oral Tablet,31722-0731-90
2575.jpg, ROUND, WHITE,sildenafil 20 MG Oral Tablet,31722-0776-90
2576.jpg, HEXAGON, PINK,Acyclovir 400 MG Oral Tablet,31722-0777-01
2577.jpg, OVAL, BLUE,Acyclovir 800 MG Oral Tablet,31722-0778-01
2578.jpg, RECTANGLE, GREEN,aripiprazole 2 MG Oral Tablet,31722-0819-30
2579.jpg, RECTANGLE, BLUE,aripiprazole 5 MG Oral Tablet,31722-0820-30
2580.jpg, RECTANGLE, PINK,aripiprazole 10 MG Oral Tablet,31722-0827-30
2581.jpg, ROUND, YELLOW,aripiprazole 15 MG Oral Tablet,31722-0828-30
2582.jpg, ROUND, WHITE,aripiprazole 20 MG Oral Tablet,31722-0829-30
2583.jpg, ROUND, PINK,aripiprazole 30 MG Oral Tablet,31722-0830-30
2584.jpg, ROUND, PINK,clopidogrel 75 MG Oral Tablet,31722-0901-90
2585.jpg, CAPSULE," ORANGE, BLUE",Fluoxetine 10 MG Oral Capsule,31722-0903-01
2586.jpg, CAPSULE," GREEN, BLUE",Fluoxetine 20 MG Oral Capsule,31722-0904-05
2587.jpg, OVAL, WHITE,Levofloxacin 750 MG Oral Tablet,33342-0023-32
2588.jpg, OVAL, WHITE,famciclovir 500 MG Oral Tablet,33342-0026-07
2589.jpg, ROUND, WHITE,Pramipexole dihydrochloride 0.125 MG Oral Tablet,33342-0031-10
2590.jpg, OVAL, WHITE,Pramipexole dihydrochloride 0.25 MG Oral Tablet,33342-0032-10
2591.jpg, OVAL, WHITE,Pramipexole dihydrochloride 0.5 MG Oral Tablet,33342-0033-10
2592.jpg, ROUND, WHITE,Pramipexole dihydrochloride 1.5 MG Oral Tablet,33342-0035-10
2593.jpg, ROUND, WHITE,pioglitazone 15 MG Oral Tablet,33342-0054-10
2594.jpg, ROUND, WHITE,pioglitazone 30 MG Oral Tablet,33342-0055-10
2595.jpg, ROUND, WHITE,pioglitazone 45 MG Oral Tablet,33342-0056-10
2596.jpg, OVAL, ORANGE,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,33342-0057-10
2597.jpg, OVAL, ORANGE,Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,33342-0058-07
2598.jpg, ROUND, PINK,clopidogrel 75 MG Oral Tablet,33342-0060-10
2599.jpg, ROUND, RED,Donepezil hydrochloride 23 MG Oral Tablet,33342-0061-07
2600.jpg, ROUND, WHITE,olanzapine 2.5 MG Oral Tablet,33342-0067-07
2601.jpg, OVAL, PINK,rizatriptan 10 MG Oral Tablet,33342-0088-52
2602.jpg, ROUND, WHITE,rizatriptan 10 MG Disintegrating Oral Tablet,33342-0094-07
2603.jpg, ROUND, WHITE,sildenafil 20 MG Oral Tablet,33342-0121-10
2604.jpg, OVAL, BROWN,-,39328-0106-10
2605.jpg, CAPSULE, WHITE,Amylases 27000 UNT / Endopeptidases 17000 UNT / Lipase 5000 UNT Delayed Release Oral Capsule,39822-0205-01
2606.jpg, ROUND, YELLOW,pantoprazole 40 MG Delayed Release Oral Tablet,41616-0580-81
2607.jpg, ROUND, WHITE,Alendronic acid 10 MG Oral Tablet,41616-0636-83
2608.jpg, OVAL," PINK, WHITE",24 HR venlafaxine 150 MG Extended Release Oral Tablet,41616-0758-81
2609.jpg, ROUND," PINK, WHITE",24 HR venlafaxine 75 MG Extended Release Oral Tablet,41616-0759-83
2610.jpg, OVAL, YELLOW,Levetiracetam 250 MG Oral Tablet,42043-0190-04
2611.jpg, OVAL, BLUE,Levetiracetam 750 MG Oral Tablet,42043-0192-05
2612.jpg, OVAL, BROWN,-,42192-0353-60
2613.jpg, OVAL, YELLOW,-,42192-0353-60
2614.jpg, ROUND, BROWN,Phenazopyridine hydrochloride 200 MG Oral Tablet,42192-0802-01
2615.jpg, ROUND, YELLOW,Bumetanide 1 MG Oral Tablet,42291-0179-01
2616.jpg, OVAL, YELLOW,Methotrexate 2.5 MG Oral Tablet,42291-0594-01
2617.jpg, ROUND, WHITE,Diclofenac Sodium 75 MG / Misoprostol 0.2 MG Oral Tablet,42367-0111-06
2618.jpg, ROUND, WHITE,Pramipexole dihydrochloride 0.125 MG Oral Tablet,42543-0704-90
2619.jpg, OVAL, WHITE,Pramipexole dihydrochloride 0.25 MG Oral Tablet,42543-0705-90
2620.jpg, OVAL, WHITE,Pramipexole dihydrochloride 0.5 MG Oral Tablet,42543-0706-90
2621.jpg, OVAL, WHITE,Pramipexole dihydrochloride 1 MG Oral Tablet,42543-0708-90
2622.jpg, CAPSULE," BLUE, WHITE",Fluoxetine 40 MG Oral Capsule,42543-0727-01
2623.jpg, OVAL, WHITE,Fluvoxamine Maleate 25 MG Oral Tablet,42769-1222-00
2624.jpg, OVAL, YELLOW,Fluvoxamine Maleate 50 MG Oral Tablet,42769-1225-00
2625.jpg, ROUND, WHITE,liothyronine sodium 0.005 MG Oral Tablet,42794-0018-02
2626.jpg, ROUND, WHITE,liothyronine sodium 0.025 MG Oral Tablet,42794-0019-02
2627.jpg, ROUND, WHITE,liothyronine sodium 0.05 MG Oral Tablet,42794-0020-02
2628.jpg, OVAL, GREEN,Bumetanide 0.5 MG Oral Tablet,42799-0119-01
2629.jpg, OVAL, YELLOW,Bumetanide 1 MG Oral Tablet,42799-0120-01
2630.jpg, ROUND, WHITE,Ivermectin 3 MG Oral Tablet,42799-0806-01
2631.jpg, ROUND, YELLOW,Sulindac 200 MG Oral Tablet,42806-0011-01
2632.jpg, ROUND, WHITE,Guanfacine 1 MG Oral Tablet,42806-0048-01
2633.jpg, ROUND, WHITE,Amlodipine 5 MG Oral Tablet,42806-0056-10
2634.jpg, ROUND, WHITE,Amlodipine 10 MG Oral Tablet,42806-0057-10
2635.jpg, ROUND, WHITE,Flavoxate Hydrochloride 100 MG Oral Tablet,42806-0058-01
2636.jpg, CAPSULE," PINK, WHITE",Ursodiol 300 MG Oral Capsule,42806-0503-01
2637.jpg, OVAL, GREEN,Doxepin 6 MG Oral Tablet [Silenor],42847-0106-30
2638.jpg, CAPSULE, WHITE,Amylases 27000 UNT / Endopeptidases 17000 UNT / Lipase 5000 UNT Delayed Release Oral Capsule [Zenpep],42865-0100-02
2639.jpg, CAPSULE," RED, WHITE",Amylases 82000 UNT / Endopeptidases 51000 UNT / Lipase 15000 UNT Delayed Release Oral Capsule [Zenpep],42865-0302-02
2640.jpg, ROUND, BROWN,Phenazopyridine hydrochloride 100 MG Oral Tablet,42937-0701-10
2641.jpg, ROUND, BROWN,Phenazopyridine hydrochloride 200 MG Oral Tablet,42937-0702-10
2642.jpg, ROUND, WHITE,Hyoscyamine Sulfate 0.125 MG Sublingual Tablet,43199-0011-01
2643.jpg, OVAL, WHITE,12 HR Hyoscyamine Sulfate 0.375 MG Extended Release Oral Tablet,43199-0014-01
2644.jpg, OVAL, WHITE,methenamine hippurate 1000 MG Oral Tablet,43199-0020-01
2645.jpg, ROUND, ORANGE,Labetalol hydrochloride 100 MG Oral Tablet,43199-0037-01
2646.jpg, ROUND, WHITE,Labetalol hydrochloride 200 MG Oral Tablet,43199-0038-01
2647.jpg, ROUND, WHITE,Methylergonovine Maleate 0.2 MG Oral Tablet,43386-0140-28
2648.jpg, ROUND, WHITE,Misoprostol 0.1 MG Oral Tablet,43386-0160-06
2649.jpg, ROUND, WHITE,Misoprostol 0.2 MG Oral Tablet,43386-0161-06
2650.jpg, OVAL, BROWN,Nifedipine 10 MG Oral Capsule,43386-0440-24
2651.jpg, ROUND, WHITE,12 HR Orphenadrine Citrate 100 MG Extended Release Oral Tablet,43386-0480-24
2652.jpg, CAPSULE, PURPLE,Trimethobenzamide hydrochloride 300 MG Oral Capsule,43386-0660-24
2653.jpg, CAPSULE, WHITE,24 HR Propranolol Hydrochloride 60 MG Extended Release Oral Capsule,43478-0900-88
2654.jpg, CAPSULE," BLUE, TURQUOISE",24 HR Propranolol Hydrochloride 160 MG Extended Release Oral Capsule,43478-0903-88
2655.jpg, OVAL, WHITE,Levetiracetam 1000 MG Oral Tablet,43547-0224-06
2656.jpg, ROUND, WHITE,Methocarbamol 500 MG Oral Tablet,43547-0225-50
2657.jpg, OVAL, WHITE,Methocarbamol 750 MG Oral Tablet,43547-0226-50
2658.jpg, ROUND, WHITE,Metformin hydrochloride 500 MG Oral Tablet,43547-0248-50
2659.jpg, OVAL, WHITE,Metformin hydrochloride 850 MG Oral Tablet,43547-0249-50
2660.jpg, OVAL, WHITE,Metformin hydrochloride 1000 MG Oral Tablet,43547-0250-10
2661.jpg, OVAL, WHITE,carvedilol 3.125 MG Oral Tablet,43547-0254-50
2662.jpg, OVAL, WHITE,carvedilol 6.25 MG Oral Tablet,43547-0255-50
2663.jpg, OVAL, WHITE,carvedilol 12.5 MG Oral Tablet,43547-0256-50
2664.jpg, OVAL, WHITE,carvedilol 25 MG Oral Tablet,43547-0257-50
2665.jpg, ROUND, WHITE,ropinirole 0.25 MG Oral Tablet,43547-0268-10
2666.jpg, ROUND, YELLOW,ropinirole 0.5 MG Oral Tablet,43547-0269-10
2667.jpg, ROUND, GREEN,ropinirole 1 MG Oral Tablet,43547-0270-10
2668.jpg, ROUND, PINK,ropinirole 2 MG Oral Tablet,43547-0271-10
2669.jpg, ROUND, PURPLE,ropinirole 3 MG Oral Tablet,43547-0272-10
2670.jpg, ROUND, BROWN,ropinirole 4 MG Oral Tablet,43547-0273-10
2671.jpg, ROUND, BLUE,ropinirole 5 MG Oral Tablet,43547-0274-10
2672.jpg, ROUND, BLUE,Donepezil hydrochloride 5 MG Oral Tablet,43547-0275-03
2673.jpg, ROUND, YELLOW,Donepezil hydrochloride 10 MG Oral Tablet,43547-0276-03
2674.jpg, OVAL, WHITE,irbesartan 75 MG Oral Tablet,43547-0277-03
2675.jpg, OVAL, WHITE,irbesartan 150 MG Oral Tablet,43547-0278-50
2676.jpg, OVAL, WHITE,irbesartan 300 MG Oral Tablet,43547-0279-50
2677.jpg, ROUND, WHITE,Escitalopram 5 MG Oral Tablet,43547-0280-10
2678.jpg, OVAL, PURPLE,Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet,43547-0311-09
2679.jpg, OVAL, PINK,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,43547-0330-03
2680.jpg, OVAL, PINK,Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,43547-0331-09
2681.jpg, OVAL, WHITE,gabapentin 600 MG Oral Tablet,43547-0332-50
2682.jpg, ROUND, WHITE,Benazepril hydrochloride 5 MG Oral Tablet,43547-0335-10
2683.jpg, ROUND, RED,Benazepril hydrochloride 10 MG Oral Tablet,43547-0336-10
2684.jpg, ROUND, GRAY,Benazepril hydrochloride 20 MG Oral Tablet,43547-0337-10
2685.jpg, ROUND, BLUE,Benazepril hydrochloride 40 MG Oral Tablet,43547-0338-10
2686.jpg, OVAL, BROWN,Paroxetine Hydrochloride 10 MG Oral Tablet,43547-0347-50
2687.jpg, OVAL, BROWN,Paroxetine Hydrochloride 30 MG Oral Tablet,43547-0349-09
2688.jpg, OVAL, WHITE,Lisinopril 2.5 MG Oral Tablet,43547-0351-10
2689.jpg, OVAL, PINK,Lisinopril 10 MG Oral Tablet,43547-0353-11
2690.jpg, ROUND, WHITE,Losartan Potassium 25 MG Oral Tablet,43547-0360-09
2691.jpg, ROUND, WHITE,Losartan Potassium 50 MG Oral Tablet,43547-0361-11
2692.jpg, ROUND, WHITE,Losartan Potassium 100 MG Oral Tablet,43547-0362-11
2693.jpg, OVAL, YELLOW,valsartan 40 MG Oral Tablet,43547-0367-03
2694.jpg, OVAL, YELLOW,valsartan 160 MG Oral Tablet,43547-0369-09
2695.jpg, OVAL, WHITE,olanzapine 10 MG Oral Tablet,43598-0166-30
2696.jpg, OVAL, PINK,Amoxicillin 875 MG Oral Tablet,43598-0219-01
2697.jpg, OVAL, WHITE,12 HR Amoxicillin 1000 MG / Clavulanate 62.5 MG Extended Release Oral Tablet,43598-0220-28
2698.jpg, OVAL, WHITE,Amoxicillin 875 MG / Clavulanate 125 MG Oral Tablet,43598-0221-14
2699.jpg, OVAL, BLUE,Amlodipine 10 MG / atorvastatin 40 MG Oral Tablet,43598-0315-30
2700.jpg, OVAL, WHITE,Amlodipine 5 MG / atorvastatin 40 MG Oral Tablet,43598-0316-30
2701.jpg, OVAL, WHITE,Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet,43598-0319-30
2702.jpg, ROUND, WHITE,Amlodipine 2.5 MG / atorvastatin 10 MG Oral Tablet,43598-0323-30
2703.jpg, CAPSULE," BLUE, BLUE",Esomeprazole 40 MG Delayed Release Oral Capsule,43598-0510-30
2704.jpg, OVAL, YELLOW,potassium citrate 15 MEQ Extended Release Oral Tablet,44523-0415-01
2705.jpg, ROUND, WHITE,Sodium Fluoride 0.55 MG Chewable Tablet [Ludent],44946-1008-03
2706.jpg, ROUND, WHITE,Sodium Fluoride 1.1 MG Chewable Tablet [Ludent],44946-1009-03
2707.jpg, ROUND, WHITE,Sodium Fluoride 2.2 MG Chewable Tablet [Ludent],44946-1010-03
2708.jpg, ROUND, WHITE,Sodium Fluoride 0.55 MG Chewable Tablet [Ludent],44946-1015-03
2709.jpg, OVAL, YELLOW,-,44946-1045-01
2710.jpg, OVAL, WHITE,Fenofibrate 145 MG Oral Tablet,45802-0132-75
2711.jpg, OVAL, WHITE,Fenofibrate 48 MG Oral Tablet,45802-0315-75
2712.jpg, ROUND, ORANGE,Fexofenadine hydrochloride 60 MG Oral Tablet,45802-0425-78
2713.jpg, ROUND, WHITE,12 HR Guaifenesin 600 MG Extended Release Oral Tablet,45802-0498-58
2714.jpg, ROUND, ORANGE,Fexofenadine hydrochloride 180 MG Oral Tablet,45802-0571-78
2715.jpg, OVAL, WHITE,levocetirizine dihydrochloride 5 MG Oral Tablet,45802-0594-65
2716.jpg, OVAL, WHITE,Loratadine 10 MG Oral Tablet,45802-0650-87
2717.jpg, ROUND," WHITE, YELLOW",12 HR cetirizine hydrochloride 5 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet,45802-0721-62
2718.jpg, OVAL, WHITE,cetirizine hydrochloride 10 MG Oral Tablet,45802-0919-87
2719.jpg, ROUND, WHITE,24 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet,45963-0141-30
2720.jpg, OVAL, WHITE,24 HR Bupropion Hydrochloride 300 MG Extended Release Oral Tablet,45963-0142-30
2721.jpg, ROUND, WHITE,Desipramine Hydrochloride 10 MG Oral Tablet,45963-0341-02
2722.jpg, OVAL, BLUE,valacyclovir 500 MG Oral Tablet,45963-0558-30
2723.jpg, OVAL, YELLOW,pantoprazole 20 MG Delayed Release Oral Tablet,45963-0569-08
2724.jpg, OVAL, YELLOW,pantoprazole 40 MG Delayed Release Oral Tablet,45963-0570-08
2725.jpg, ROUND, RED,Finasteride 1 MG Oral Tablet,45963-0600-09
2726.jpg, ROUND, PINK,Lovastatin 20 MG Oral Tablet,45963-0634-01
2727.jpg, ROUND, YELLOW,Lovastatin 40 MG Oral Tablet,45963-0635-04
2728.jpg, OVAL, WHITE,Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet,46672-0053-50
2729.jpg, OVAL, PINK,24 HR Niacin 500 MG Extended Release Oral Tablet,47335-0539-81
2730.jpg, ROUND, YELLOW,pantoprazole 40 MG Delayed Release Oral Tablet,47335-0580-81
2731.jpg, OVAL, PINK,24 HR Niacin 1000 MG Extended Release Oral Tablet,47335-0613-81
2732.jpg, OVAL, PINK,24 HR Niacin 750 MG Extended Release Oral Tablet,47335-0614-81
2733.jpg, ROUND, WHITE,Alendronic acid 35 MG Oral Tablet,47335-0637-68
2734.jpg, CAPSULE, GREEN,24 HR Diltiazem Hydrochloride 360 MG Extended Release Oral Capsule,47335-0673-81
2735.jpg, CAPSULE," BLUE, BLUE",24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule,47335-0676-13
2736.jpg, ROUND, BROWN,topiramate 200 MG Oral Tablet,47335-0712-13
2737.jpg, ROUND, RED,Finasteride 1 MG Oral Tablet,47335-0714-81
2738.jpg, ROUND, WHITE,12 HR Bupropion Hydrochloride 100 MG Extended Release Oral Tablet,47335-0736-88
2739.jpg, ROUND, WHITE,12 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet,47335-0737-13
2740.jpg, ROUND, WHITE,12 HR Bupropion Hydrochloride 200 MG Extended Release Oral Tablet,47335-0738-86
2741.jpg, ROUND, PINK,clopidogrel 75 MG Oral Tablet,47335-0894-81
2742.jpg, ROUND, WHITE,24 HR Alfuzosin hydrochloride 10 MG Extended Release Oral Tablet,47335-0956-18
2743.jpg, OVAL, WHITE,Nevirapine 200 MG Oral Tablet,47781-0100-60
2744.jpg, OVAL, YELLOW,ibandronic acid 150 MG Oral Tablet,47781-0103-07
2745.jpg, ROUND, WHITE,exemestane 25 MG Oral Tablet,47781-0108-30
2746.jpg, OVAL, RED,moxifloxacin 400 MG Oral Tablet,47781-0268-30
2747.jpg, OVAL, YELLOW,24 HR Isosorbide Mononitrate 60 MG Extended Release Oral Tablet,47781-0275-09
2748.jpg, CAPSULE," YELLOW, BLACK","NITROFURANTOIN, MACROCRYSTALS 25 MG / Nitrofurantoin, Monohydrate 75 MG Oral Capsule",47781-0303-01
2749.jpg, CAPSULE," YELLOW, WHITE","NITROFURANTOIN, MACROCRYSTALS 50 MG Oral Capsule",47781-0307-01
2750.jpg, CAPSULE, YELLOW,"NITROFURANTOIN, MACROCRYSTALS 100 MG Oral Capsule",47781-0308-01
2751.jpg, ROUND, WHITE,Acarbose 50 MG Oral Tablet,47781-0341-01
2752.jpg, ROUND, WHITE,Disulfiram 250 MG Oral Tablet,47781-0607-30
2753.jpg, CAPSULE," GRAY, PINK",Vancomycin 125 MG Oral Capsule,47781-0729-02
2754.jpg, CAPSULE, BROWN,Vancomycin 250 MG Oral Capsule,47781-0730-02
2755.jpg, ROUND, YELLOW,Chlorpheniramine Maleate 4 MG Oral Tablet,49035-0940-12
2756.jpg, CAPSULE," WHITE, BLUE",calcium acetate 667 MG Oral Capsule [Phoslo],49230-0640-21
2757.jpg, ROUND, WHITE,Acetaminophen 325 MG Oral Tablet,49348-0009-10
2758.jpg, ROUND, WHITE,Acetaminophen 500 MG Oral Tablet,49348-0023-12
2759.jpg, OVAL, WHITE,8 HR Acetaminophen 650 MG Extended Release Oral Tablet,49348-0704-10
2760.jpg, OVAL, WHITE,Lamivudine 150 MG / Zidovudine 300 MG Oral Tablet [Combivir],49702-0202-18
2761.jpg, DIAMOND, WHITE,Lamivudine 150 MG Oral Tablet [Epivir],49702-0203-18
2762.jpg, DIAMOND, GRAY,Lamivudine 300 MG Oral Tablet [Epivir],49702-0204-13
2763.jpg, OVAL, ORANGE,abacavir 600 MG / Lamivudine 300 MG Oral Tablet [Epzicom],49702-0206-13
2764.jpg, OVAL, PINK,fosamprenavir 700 MG Oral Tablet [Lexiva],49702-0207-18
2765.jpg, OVAL, WHITE,Delavirdine Mesylate 100 MG Oral Tablet [Rescriptor],49702-0209-24
2766.jpg, OVAL, WHITE,Delavirdine Mesylate 200 MG Oral Tablet [Rescriptor],49702-0210-17
2767.jpg, ROUND, WHITE,Zidovudine 300 MG Oral Tablet [Retrovir],49702-0214-18
2768.jpg, OVAL, BLUE,maraviroc 150 MG Oral Tablet [Selzentry],49702-0215-18
2769.jpg, OVAL, BLUE,maraviroc 300 MG Oral Tablet [Selzentry],49702-0216-18
2770.jpg, OVAL, BLUE,abacavir 300 MG / Lamivudine 150 MG / Zidovudine 300 MG Oral Tablet [Trizivir],49702-0217-18
2771.jpg, OVAL, YELLOW,abacavir 300 MG Oral Tablet [Ziagen],49702-0221-18
2772.jpg, ROUND, YELLOW,dolutegravir 50 MG Oral Tablet [Tivicay],49702-0228-13
2773.jpg, ROUND, BLUE,Isosorbide Dinitrate 30 MG Oral Tablet,49884-0009-01
2774.jpg, OVAL, YELLOW,Omega-3 Acid Ethyl Esters (USP) 1000 MG Oral Capsule,49884-0019-08
2775.jpg, ROUND, WHITE,Isosorbide Dinitrate 5 MG Oral Tablet,49884-0020-01
2776.jpg, ROUND, WHITE,Isosorbide Dinitrate 10 MG Oral Tablet,49884-0021-01
2777.jpg, ROUND, ORANGE,Hydralazine Hydrochloride 25 MG Oral Tablet,49884-0027-01
2778.jpg, OVAL, BLUE,Meclizine Hydrochloride 12.5 MG Oral Tablet,49884-0034-01
2779.jpg, OVAL, YELLOW,Meclizine Hydrochloride 25 MG Oral Tablet,49884-0035-01
2780.jpg, ROUND, GREEN,Imipramine Hydrochloride 50 MG Oral Tablet,49884-0056-01
2781.jpg, ROUND, WHITE,Glycopyrrolate 1 MG Oral Tablet,49884-0065-01
2782.jpg, ROUND, WHITE,Glycopyrrolate 2 MG Oral Tablet,49884-0066-01
2783.jpg, ROUND, YELLOW,Doxycycline Monohydrate 100 MG Oral Tablet,49884-0093-03
2784.jpg, CAPSULE," PINK, WHITE",12 HR Propafenone Hydrochloride 225 MG Extended Release Oral Capsule,49884-0099-02
2785.jpg, CAPSULE, WHITE,12 HR Propafenone Hydrochloride 225 MG Extended Release Oral Capsule,49884-0113-02
2786.jpg, OVAL, BROWN,nabumetone 750 MG Oral Tablet,49884-0196-05
2787.jpg, CAPSULE," ORANGE, WHITE",12 HR Propafenone Hydrochloride 325 MG Extended Release Oral Capsule,49884-0210-02
2788.jpg, CAPSULE," WHITE, BLUE",Doxepin Hydrochloride 150 MG Oral Capsule,49884-0222-01
